https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume XRP
1694563200000,2023-09-13 00:00:00,XRP/USD,0.48073,0.49159,0.47323,0.48353,1441231.0927411462,2980644.61924006
1694476800000,2023-09-12 00:00:00,XRP/USD,0.47467,0.4879,0.47046,0.48062,1333162.6076401677,2773839.22358655
1694390400000,2023-09-11 00:00:00,XRP/USD,0.49739,0.49807,0.4593,0.4746,1979233.4029768158,4170319.01175056
1694304000000,2023-09-10 00:00:00,XRP/USD,0.50419,0.5042,0.4927,0.49705,642306.2222601139,1292236.64070036
1694217600000,2023-09-09 00:00:00,XRP/USD,0.50465,0.50476,0.50152,0.50395,221644.57989213808,439814.62425268
1694131200000,2023-09-08 00:00:00,XRP/USD,0.50531,0.50784,0.49398,0.50513,565317.4931935781,1119152.48192263
1694044800000,2023-09-07 00:00:00,XRP/USD,0.50362,0.50707,0.49692,0.50525,476693.7689396852,943480.98751051
1693958400000,2023-09-06 00:00:00,XRP/USD,0.50517,0.50596,0.49163,0.50402,768068.519330152,1523885.0032343
1693872000000,2023-09-05 00:00:00,XRP/USD,0.5084,0.5084,0.49921,0.50567,480903.50578203186,951022.4173513
1693785600000,2023-09-04 00:00:00,XRP/USD,0.50498,0.51299,0.49652,0.50846,818005.1853352946,1608789.64979604
1693699200000,2023-09-03 00:00:00,XRP/USD,0.49862,0.51112,0.4972,0.50499,1830138.5045887472,3624108.4072729102
1693612800000,2023-09-02 00:00:00,XRP/USD,0.49805,0.50294,0.49441,0.49903,563973.5188234458,1130139.50829298
1693526400000,2023-09-01 00:00:00,XRP/USD,0.5113,0.51222,0.48635,0.49804,1362483.884674116,2735691.68073672
1693440000000,2023-08-31 00:00:00,XRP/USD,0.52852,0.5291,0.4968,0.51156,1447582.0961281965,2829740.58981976
1693353600000,2023-08-30 00:00:00,XRP/USD,0.54067,0.54085,0.52206,0.52894,1017829.158886415,1924280.93713165
1693267200000,2023-08-29 00:00:00,XRP/USD,0.52367,0.55017,0.51338,0.54022,1785798.3693751618,3305687.25588679
1693180800000,2023-08-28 00:00:00,XRP/USD,0.52413,0.52505,0.51073,0.52361,855244.4284790343,1633361.52571386
1693094400000,2023-08-27 00:00:00,XRP/USD,0.52367,0.53071,0.51725,0.5246,786845.648125425,1499896.39368171
1693008000000,2023-08-26 00:00:00,XRP/USD,0.52642,0.5288,0.5185,0.52371,460053.48371092,878450.82910565
1692921600000,2023-08-25 00:00:00,XRP/USD,0.51876,0.5325,0.50831,0.52633,1239355.5935534127,2354712.0505261202
1692835200000,2023-08-24 00:00:00,XRP/USD,0.53042,0.53232,0.5117,0.5192,821874.212537198,1582962.65896995
1692748800000,2023-08-23 00:00:00,XRP/USD,0.52068,0.5369,0.51611,0.53041,1336052.1767074629,2518904.57703939
1692662400000,2023-08-22 00:00:00,XRP/USD,0.52503,0.52583,0.50078,0.52091,2636009.5153564815,5060393.37957897
1692576000000,2023-08-21 00:00:00,XRP/USD,0.53881,0.54018,0.50338,0.52534,2295234.386576379,4369045.54493543
1692489600000,2023-08-20 00:00:00,XRP/USD,0.52003,0.55781,0.51617,0.53916,2752586.0801030966,5105323.24375528
1692403200000,2023-08-19 00:00:00,XRP/USD,0.5064,0.5248,0.50086,0.52028,1995409.4718978442,3835260.76708281
1692316800000,2023-08-18 00:00:00,XRP/USD,0.50694,0.52211,0.48317,0.50667,5284411.709680119,10429691.33692565
1692230400000,2023-08-17 00:00:00,XRP/USD,0.58791,0.59468,0.4201,0.50658,6467251.2341994485,12766495.38907862
1692144000000,2023-08-16 00:00:00,XRP/USD,0.60987,0.61674,0.5732,0.58852,5007801.655668152,8509144.3887517
1692057600000,2023-08-15 00:00:00,XRP/USD,0.63453,0.63482,0.58007,0.6103,1947743.2418607844,3191452.14134161
1691971200000,2023-08-14 00:00:00,XRP/USD,0.62594,0.63682,0.62452,0.63455,668754.5318707102,1053903.60392516
1691884800000,2023-08-13 00:00:00,XRP/USD,0.62771,0.6386,0.62387,0.62596,1254297.6761294461,2003798.44739192
1691798400000,2023-08-12 00:00:00,XRP/USD,0.63196,0.63323,0.62299,0.62778,822098.2681963099,1309532.42887048
1691712000000,2023-08-11 00:00:00,XRP/USD,0.63277,0.64064,0.62588,0.63197,665136.4961814309,1052481.12439108
1691625600000,2023-08-10 00:00:00,XRP/USD,0.64369,0.6446,0.62445,0.63309,1684381.4728043852,2660571.9136369
1691539200000,2023-08-09 00:00:00,XRP/USD,0.64181,0.66659,0.6323,0.64381,3181035.0687842234,4940953.18305746
1691452800000,2023-08-08 00:00:00,XRP/USD,0.6237,0.64845,0.61434,0.64319,2599431.6405046973,4041467.74748472
1691366400000,2023-08-07 00:00:00,XRP/USD,0.62427,0.6298,0.59623,0.62392,2063470.777191764,3307268.20296154
1691280000000,2023-08-06 00:00:00,XRP/USD,0.629,0.63895,0.62141,0.62389,994230.4260064712,1593598.91328034
1691193600000,2023-08-05 00:00:00,XRP/USD,0.63573,0.63574,0.61091,0.62888,3076652.8126060804,4892273.2677237
1691107200000,2023-08-04 00:00:00,XRP/USD,0.66305,0.66806,0.62465,0.63553,2268980.1721264008,3570217.25508851
1691020800000,2023-08-03 00:00:00,XRP/USD,0.68533,0.68756,0.655,0.66305,2013515.415054659,3036747.47764823
1690934400000,2023-08-02 00:00:00,XRP/USD,0.70756,0.70857,0.67631,0.68548,1603295.8677845015,2338938.94465849
1690848000000,2023-08-01 00:00:00,XRP/USD,0.69856,0.70857,0.67319,0.70785,1863359.8473210486,2632421.90763728
1690761600000,2023-07-31 00:00:00,XRP/USD,0.70526,0.72131,0.68651,0.69865,2692752.7443529307,3854222.77872029
1690675200000,2023-07-30 00:00:00,XRP/USD,0.71304,0.73738,0.68447,0.70536,1995333.4402350786,2828815.69728235
1690588800000,2023-07-29 00:00:00,XRP/USD,0.7131,0.7166,0.705,0.713,676590.9214235941,948935.37366563
1690502400000,2023-07-28 00:00:00,XRP/USD,0.71489,0.7199,0.70297,0.71312,867592.1904800041,1216614.58166929
1690416000000,2023-07-27 00:00:00,XRP/USD,0.71715,0.73414,0.70787,0.7149,2582481.6731562605,3612367.70619144
1690329600000,2023-07-26 00:00:00,XRP/USD,0.70979,0.73295,0.69317,0.71766,2793256.811743693,3892172.91160674
1690243200000,2023-07-25 00:00:00,XRP/USD,0.70251,0.7167,0.6751,0.70998,2133910.0354027892,3005591.75667313
1690156800000,2023-07-24 00:00:00,XRP/USD,0.73884,0.7434,0.68,0.70323,3649584.815149332,5189745.62397698
1690070400000,2023-07-23 00:00:00,XRP/USD,0.73411,0.75291,0.71598,0.73905,3260693.847738235,4412007.10065386
1689984000000,2023-07-22 00:00:00,XRP/USD,0.77151,0.78092,0.721,0.7341,3128252.35337211,4261343.62262922
1689897600000,2023-07-21 00:00:00,XRP/USD,0.79486,0.7996,0.76102,0.77287,3709341.1972191236,4799437.41796049
1689811200000,2023-07-20 00:00:00,XRP/USD,0.82088,0.85024,0.77211,0.79518,11260325.214831993,14160724.88597801
1689724800000,2023-07-19 00:00:00,XRP/USD,0.77811,0.85436,0.76848,0.82005,12697961.501797104,15484374.73543943
1689638400000,2023-07-18 00:00:00,XRP/USD,0.73827,0.78467,0.7313,0.77883,5509570.037160408,7074162.57355316
1689552000000,2023-07-17 00:00:00,XRP/USD,0.74786,0.76651,0.7135,0.73883,6669880.520542643,9027625.46261338
1689465600000,2023-07-16 00:00:00,XRP/USD,0.71498,0.791,0.70243,0.74761,10770794.764290614,14406969.89645753
1689379200000,2023-07-15 00:00:00,XRP/USD,0.71891,0.73682,0.6932,0.71495,10832443.220244884,15151329.7716552
1689292800000,2023-07-14 00:00:00,XRP/USD,0.81613,0.82632,0.66974,0.71962,19324791.086172905,26854160.64891596
1689206400000,2023-07-13 00:00:00,XRP/USD,0.47189,0.94451,0.47012,0.81703,34519085.489739396,42249471.24308703
1689120000000,2023-07-12 00:00:00,XRP/USD,0.47566,0.47753,0.46489,0.47158,1424812.615682858,3021359.29361478
1689033600000,2023-07-11 00:00:00,XRP/USD,0.47837,0.47869,0.4714,0.47568,472523.2444268034,993363.69918181
1688947200000,2023-07-10 00:00:00,XRP/USD,0.46868,0.48028,0.46258,0.47838,2263794.13254851,4732208.98145514
1688860800000,2023-07-09 00:00:00,XRP/USD,0.47042,0.47229,0.46675,0.46853,513980.16922392586,1097005.88910833
1688774400000,2023-07-08 00:00:00,XRP/USD,0.46899,0.47506,0.4654,0.47093,649217.8637837663,1378586.76190467
1688688000000,2023-07-07 00:00:00,XRP/USD,0.46279,0.4711,0.45777,0.46899,501747.0186850364,1069845.87877148
1688601600000,2023-07-06 00:00:00,XRP/USD,0.47792,0.4843,0.46158,0.46284,1071869.861850997,2315853.99241854
1688515200000,2023-07-05 00:00:00,XRP/USD,0.48752,0.49207,0.46915,0.47806,1177768.3556739306,2463641.29120598
1688428800000,2023-07-04 00:00:00,XRP/USD,0.48974,0.49388,0.48196,0.48712,821306.0944601486,1686044.70040267
1688342400000,2023-07-03 00:00:00,XRP/USD,0.48516,0.49175,0.47901,0.49029,1242256.1317043484,2533717.04849038
1688256000000,2023-07-02 00:00:00,XRP/USD,0.47373,0.4965,0.46985,0.48459,2014938.529271968,4158027.46501572
1688169600000,2023-07-01 00:00:00,XRP/USD,0.47364,0.47653,0.46437,0.47364,875424.0596336714,1848289.96629016
1688083200000,2023-06-30 00:00:00,XRP/USD,0.47534,0.48294,0.4506,0.4736,2096667.6950309211,4427085.50471056
1687996800000,2023-06-29 00:00:00,XRP/USD,0.46475,0.47762,0.46156,0.47503,627844.7909410618,1321695.03176865
1687910400000,2023-06-28 00:00:00,XRP/USD,0.48375,0.48418,0.44777,0.46533,1315041.4216156392,2826040.49086807
1687824000000,2023-06-27 00:00:00,XRP/USD,0.47882,0.48535,0.4763,0.48411,508753.91517003835,1050905.61064642
1687737600000,2023-06-26 00:00:00,XRP/USD,0.49079,0.49232,0.47036,0.47951,920685.8956765507,1920055.67282549
1687651200000,2023-06-25 00:00:00,XRP/USD,0.48674,0.49816,0.4832,0.49089,910979.1678230326,1855770.47367645
1687564800000,2023-06-24 00:00:00,XRP/USD,0.49644,0.49644,0.47798,0.48733,1058401.46719745,2171837.29135791
1687478400000,2023-06-23 00:00:00,XRP/USD,0.49416,0.50295,0.4847,0.49646,1498900.4786271632,3019176.72849205
1687392000000,2023-06-22 00:00:00,XRP/USD,0.50033,0.52756,0.48281,0.49433,2502244.4090855103,5061890.65823541
1687305600000,2023-06-21 00:00:00,XRP/USD,0.49337,0.50361,0.48971,0.5003,1699668.800161482,3397299.22079049
1687219200000,2023-06-20 00:00:00,XRP/USD,0.49406,0.4969,0.472,0.4932,1467561.0929063675,2975590.21270553
1687132800000,2023-06-19 00:00:00,XRP/USD,0.48729,0.4985,0.4814,0.49379,1131491.5939081665,2291442.90874292
1687046400000,2023-06-18 00:00:00,XRP/USD,0.47975,0.49798,0.47401,0.4878,1653257.0013849076,3389210.74494651
1686960000000,2023-06-17 00:00:00,XRP/USD,0.47596,0.4876,0.46984,0.47971,1053372.6762409916,2195853.07006523
1686873600000,2023-06-16 00:00:00,XRP/USD,0.48019,0.48349,0.456,0.47617,1809439.9630521284,3799987.32186431
1686787200000,2023-06-15 00:00:00,XRP/USD,0.48034,0.48567,0.46727,0.48042,1761859.0225645346,3667330.71596631
1686700800000,2023-06-14 00:00:00,XRP/USD,0.5198,0.52076,0.46141,0.48064,2868827.731209369,5968766.0852392
1686614400000,2023-06-13 00:00:00,XRP/USD,0.5261,0.5662,0.5058,0.51999,6394715.205610023,12297765.73705268
1686528000000,2023-06-12 00:00:00,XRP/USD,0.52105,0.52851,0.50915,0.5256,1319674.2466387446,2510795.75083475
1686441600000,2023-06-11 00:00:00,XRP/USD,0.50717,0.52982,0.5031,0.52165,1264624.149649696,2424277.10083331
1686355200000,2023-06-10 00:00:00,XRP/USD,0.5382,0.53956,0.47152,0.50725,7639420.390284574,15060464.05181779
1686268800000,2023-06-09 00:00:00,XRP/USD,0.52464,0.54225,0.52069,0.53855,2257800.7296382594,4192369.75144046
1686182400000,2023-06-08 00:00:00,XRP/USD,0.5187,0.52836,0.51619,0.52438,1886928.885338769,3598399.79659554
1686096000000,2023-06-07 00:00:00,XRP/USD,0.53009,0.53807,0.50731,0.51879,2190031.4642832726,4221421.89379763
1686009600000,2023-06-06 00:00:00,XRP/USD,0.50917,0.5328,0.49597,0.53016,2904867.4016931336,5479227.78348637
1685923200000,2023-06-05 00:00:00,XRP/USD,0.53608,0.54315,0.48601,0.50918,6931272.177164105,13612616.711504979
1685836800000,2023-06-04 00:00:00,XRP/USD,0.51882,0.547,0.51511,0.53629,2236433.4687320557,4170194.23955706
1685750400000,2023-06-03 00:00:00,XRP/USD,0.52393,0.53441,0.5143,0.51908,1162816.3850984809,2240148.69595916
1685664000000,2023-06-02 00:00:00,XRP/USD,0.50736,0.52746,0.50387,0.5254,2232479.6643328313,4249104.80459237
1685577600000,2023-06-01 00:00:00,XRP/USD,0.51701,0.51701,0.50169,0.50683,1400219.721667025,2762700.94837919
1685491200000,2023-05-31 00:00:00,XRP/USD,0.52124,0.52811,0.50103,0.51732,3999846.998866716,7731862.28807453
1685404800000,2023-05-30 00:00:00,XRP/USD,0.49508,0.52981,0.48976,0.52124,6493788.962664066,12458347.33071918
1685318400000,2023-05-29 00:00:00,XRP/USD,0.48301,0.4959,0.47631,0.49513,2026888.5753273575,4093649.29478593
1685232000000,2023-05-28 00:00:00,XRP/USD,0.47229,0.4868,0.47054,0.4826,942848.5816091514,1953685.41568411
1685145600000,2023-05-27 00:00:00,XRP/USD,0.4689,0.4798,0.46492,0.47207,1277685.3451226137,2706559.08048089
1685059200000,2023-05-26 00:00:00,XRP/USD,0.45394,0.47048,0.45301,0.46908,1694027.139186261,3611382.15056336
1684972800000,2023-05-25 00:00:00,XRP/USD,0.45333,0.45593,0.44345,0.45424,979435.1181752343,2156206.23057246
1684886400000,2023-05-24 00:00:00,XRP/USD,0.46548,0.46553,0.44535,0.45323,1668266.9442784686,3680839.62729402
1684800000000,2023-05-23 00:00:00,XRP/USD,0.46224,0.46759,0.4589,0.46555,1493448.9604677777,3207923.87599136
1684713600000,2023-05-22 00:00:00,XRP/USD,0.4575,0.46814,0.45,0.462,2513082.8129060394,5439573.18810831
1684627200000,2023-05-21 00:00:00,XRP/USD,0.46895,0.47094,0.4552,0.45746,1258785.6294788562,2751684.58330533
1684540800000,2023-05-20 00:00:00,XRP/USD,0.46846,0.47241,0.4623,0.46889,841275.1474318285,1794184.45143174
1684454400000,2023-05-19 00:00:00,XRP/USD,0.46025,0.476,0.45787,0.46817,1946461.5182818563,4157595.5705873
1684368000000,2023-05-18 00:00:00,XRP/USD,0.44921,0.4732,0.44345,0.46013,2824128.4171397905,6137675.04213981
1684281600000,2023-05-17 00:00:00,XRP/USD,0.44298,0.46179,0.43816,0.44877,3656503.35144767,8147833.74879709
1684195200000,2023-05-16 00:00:00,XRP/USD,0.4276,0.443,0.41829,0.44286,1841452.4377600434,4158091.58144796
1684108800000,2023-05-15 00:00:00,XRP/USD,0.42589,0.43053,0.4216,0.42787,851951.4353618769,1991145.52401869
1684022400000,2023-05-14 00:00:00,XRP/USD,0.42435,0.43206,0.4212,0.42567,553666.1183240473,1300693.30308466
1683936000000,2023-05-13 00:00:00,XRP/USD,0.43071,0.43092,0.4231,0.42452,596548.7232993488,1405231.13940297
1683849600000,2023-05-12 00:00:00,XRP/USD,0.4214,0.44466,0.4162,0.43075,2224541.7806710606,5164345.39912028
1683763200000,2023-05-11 00:00:00,XRP/USD,0.43046,0.43046,0.41184,0.42133,1368778.548169587,3248708.96487216
1683676800000,2023-05-10 00:00:00,XRP/USD,0.42905,0.4343,0.41271,0.43051,2365881.5049550636,5495532.05490015
1683590400000,2023-05-09 00:00:00,XRP/USD,0.42884,0.43096,0.42077,0.42909,1254879.69100404,2924513.9504627
1683504000000,2023-05-08 00:00:00,XRP/USD,0.44936,0.45203,0.41031,0.42885,3713222.003455232,8658556.61293047
1683417600000,2023-05-07 00:00:00,XRP/USD,0.45966,0.46094,0.44622,0.44997,788220.9670250817,1751718.93020664
1683331200000,2023-05-06 00:00:00,XRP/USD,0.46769,0.46972,0.4517,0.45929,1022946.2490351083,2227233.88063121
1683244800000,2023-05-05 00:00:00,XRP/USD,0.46113,0.47077,0.45401,0.46742,1464164.6038515053,3132438.92826902
1683158400000,2023-05-04 00:00:00,XRP/USD,0.46362,0.46525,0.45517,0.46133,825237.2980306695,1788822.09704695
1683072000000,2023-05-03 00:00:00,XRP/USD,0.46455,0.46572,0.44995,0.46374,1571164.9750332444,3388029.87672671
1682985600000,2023-05-02 00:00:00,XRP/USD,0.46528,0.46664,0.45787,0.46475,1160442.0580543443,2496916.74675491
1682899200000,2023-05-01 00:00:00,XRP/USD,0.47108,0.47283,0.4546,0.46537,1407337.6692343222,3024126.3279419
1682812800000,2023-04-30 00:00:00,XRP/USD,0.47822,0.48221,0.46912,0.47071,774949.9859400629,1646342.72894152
1682726400000,2023-04-29 00:00:00,XRP/USD,0.47997,0.4873,0.4711,0.47834,1068263.354703962,2233272.05482285
1682640000000,2023-04-28 00:00:00,XRP/USD,0.46692,0.483,0.46378,0.48005,2263552.2857716125,4715242.75757028
1682553600000,2023-04-27 00:00:00,XRP/USD,0.46165,0.47001,0.4557,0.46682,1565576.6016608241,3353705.07189243
1682467200000,2023-04-26 00:00:00,XRP/USD,0.46972,0.48327,0.4333,0.46209,3343653.8359484626,7235936.36726279
1682380800000,2023-04-25 00:00:00,XRP/USD,0.46105,0.47233,0.45102,0.4702,1803236.2395206993,3835040.91773862
1682294400000,2023-04-24 00:00:00,XRP/USD,0.46548,0.48597,0.44742,0.46114,2843447.6524647386,6166126.66969844
1682208000000,2023-04-23 00:00:00,XRP/USD,0.47214,0.47221,0.45294,0.46517,1423484.9337796369,3060139.16155306
1682121600000,2023-04-22 00:00:00,XRP/USD,0.44943,0.47608,0.4459,0.47238,2052335.3484004966,4344670.28324759
1682035200000,2023-04-21 00:00:00,XRP/USD,0.47501,0.47944,0.44073,0.44935,3067758.052321624,6827101.48508206
1681948800000,2023-04-20 00:00:00,XRP/USD,0.49156,0.49926,0.4653,0.47524,2915765.989545337,6135354.74611846
1681862400000,2023-04-19 00:00:00,XRP/USD,0.53276,0.53761,0.47111,0.49149,7255333.693167021,14761915.18274435
1681776000000,2023-04-18 00:00:00,XRP/USD,0.51102,0.53909,0.5092,0.53277,3209492.127274984,6024160.7584417
1681689600000,2023-04-17 00:00:00,XRP/USD,0.52044,0.5207,0.50687,0.51087,2344652.3042336805,4589528.26400783
1681603200000,2023-04-16 00:00:00,XRP/USD,0.51903,0.52431,0.51517,0.52044,731701.7343044382,1405929.08751141
1681516800000,2023-04-15 00:00:00,XRP/USD,0.5227,0.52591,0.51625,0.51935,1136924.8175692218,2189130.29280682
1681430400000,2023-04-14 00:00:00,XRP/USD,0.51208,0.54626,0.51136,0.52308,5602243.239595859,10710107.89859268
1681344000000,2023-04-13 00:00:00,XRP/USD,0.50489,0.51568,0.5014,0.51262,1238699.4058256955,2416408.65714505
1681257600000,2023-04-12 00:00:00,XRP/USD,0.51644,0.51736,0.49833,0.50493,1301079.3488322403,2576751.92369683
1681171200000,2023-04-11 00:00:00,XRP/USD,0.51729,0.52807,0.51065,0.51684,2298149.849502812,4446540.22425279
1681084800000,2023-04-10 00:00:00,XRP/USD,0.50481,0.51955,0.49963,0.51783,1440915.545744765,2782603.45237774
1680998400000,2023-04-09 00:00:00,XRP/USD,0.50393,0.50873,0.49769,0.50524,724497.8194520834,1433967.6578499
1680912000000,2023-04-08 00:00:00,XRP/USD,0.51232,0.51278,0.5014,0.50438,748812.4658716662,1484619.66349115
1680825600000,2023-04-07 00:00:00,XRP/USD,0.50225,0.51494,0.49702,0.51306,1979096.6593501822,3857437.06262461
1680739200000,2023-04-06 00:00:00,XRP/USD,0.50539,0.50963,0.49128,0.50265,1659362.5814464174,3301228.65104231
1680652800000,2023-04-05 00:00:00,XRP/USD,0.50272,0.52677,0.49835,0.50546,2953813.4978386723,5843812.5624949
1680566400000,2023-04-04 00:00:00,XRP/USD,0.49587,0.50765,0.48713,0.50276,2117240.1448595347,4211234.27651272
1680480000000,2023-04-03 00:00:00,XRP/USD,0.51783,0.52487,0.48167,0.4959,3114260.635624197,6280017.41404355
1680393600000,2023-04-02 00:00:00,XRP/USD,0.50944,0.52911,0.50144,0.51784,2603905.024093834,5028396.8486286
1680307200000,2023-04-01 00:00:00,XRP/USD,0.53739,0.53739,0.497,0.50931,5471699.502785932,10743357.68546844
1680220800000,2023-03-31 00:00:00,XRP/USD,0.53152,0.55119,0.52532,0.53772,4139394.2050195104,7698047.6921437
1680134400000,2023-03-30 00:00:00,XRP/USD,0.54224,0.5575,0.521,0.53178,5107799.860539131,9605099.59106986
1680048000000,2023-03-29 00:00:00,XRP/USD,0.51443,0.585,0.51443,0.54233,8096643.95459601,14929367.64441578
1679961600000,2023-03-28 00:00:00,XRP/USD,0.47887,0.5337,0.46659,0.51444,7297849.112946463,14186006.36215392
1679875200000,2023-03-27 00:00:00,XRP/USD,0.44792,0.48834,0.44256,0.47894,4889460.5904188175,10208920.93042723
1679788800000,2023-03-26 00:00:00,XRP/USD,0.4428,0.46352,0.44079,0.44792,1877593.07159433,4191804.49989804
1679702400000,2023-03-25 00:00:00,XRP/USD,0.42615,0.46502,0.4224,0.44307,3981808.520951918,8986861.03990773
1679616000000,2023-03-24 00:00:00,XRP/USD,0.44414,0.44414,0.4141,0.42589,2424754.2489255853,5693381.50443914
1679529600000,2023-03-23 00:00:00,XRP/USD,0.42133,0.45549,0.41158,0.4443,3305815.2874505995,7440502.56009588
1679443200000,2023-03-22 00:00:00,XRP/USD,0.46953,0.47517,0.40857,0.42105,5759487.085030985,13678867.31986934
1679356800000,2023-03-21 00:00:00,XRP/USD,0.37323,0.49269,0.37302,0.46943,7490847.411458333,15957325.71727059
1679270400000,2023-03-20 00:00:00,XRP/USD,0.38566,0.39121,0.3711,0.37344,1560683.3218365437,4179207.69557772
1679184000000,2023-03-19 00:00:00,XRP/USD,0.37396,0.40016,0.37377,0.38566,2767171.0555331483,7175157.0179255
1679097600000,2023-03-18 00:00:00,XRP/USD,0.37949,0.38938,0.36905,0.37395,1635585.1163802352,4373806.96986291
1679011200000,2023-03-17 00:00:00,XRP/USD,0.36557,0.38257,0.3629,0.37965,2637842.3388182605,6948089.92181815
1678924800000,2023-03-16 00:00:00,XRP/USD,0.35974,0.3676,0.35689,0.36559,723783.9252045865,1979769.48276645
1678838400000,2023-03-15 00:00:00,XRP/USD,0.37331,0.37651,0.3566,0.35976,1376095.7709205751,3825038.27807587
1678752000000,2023-03-14 00:00:00,XRP/USD,0.37337,0.38833,0.366,0.37354,3333703.3378841686,8924622.09638638
1678665600000,2023-03-13 00:00:00,XRP/USD,0.37285,0.38129,0.35684,0.37342,3063166.03417751,8203004.75115824
1678579200000,2023-03-12 00:00:00,XRP/USD,0.36504,0.37312,0.34885,0.37286,2238092.0282147257,6002499.67337533
1678492800000,2023-03-11 00:00:00,XRP/USD,0.37057,0.37577,0.35962,0.36504,3379930.6619381052,9259069.31278245
1678406400000,2023-03-10 00:00:00,XRP/USD,0.37094,0.3751,0.3572,0.3706,3213404.1081657484,8670815.18663181
1678320000000,2023-03-09 00:00:00,XRP/USD,0.38885,0.39768,0.36425,0.371,3368908.9781562043,9080617.1917957
1678233600000,2023-03-08 00:00:00,XRP/USD,0.38021,0.40207,0.37261,0.38915,3550518.6237500417,9123779.06655542
1678147200000,2023-03-07 00:00:00,XRP/USD,0.36947,0.38442,0.36704,0.38024,1573750.2644332326,4138834.06383661
1678060800000,2023-03-06 00:00:00,XRP/USD,0.3666,0.374,0.35902,0.36948,792201.0033930085,2144097.11863432
1677974400000,2023-03-05 00:00:00,XRP/USD,0.37328,0.37757,0.36537,0.3668,638736.7068098426,1741375.97276402
1677888000000,2023-03-04 00:00:00,XRP/USD,0.3769,0.37984,0.3681,0.37359,681838.1549957753,1825097.44638715
1677801600000,2023-03-03 00:00:00,XRP/USD,0.37756,0.38075,0.35188,0.37714,2312104.0147283603,6130625.2710621
1677715200000,2023-03-02 00:00:00,XRP/USD,0.3838,0.38469,0.3739,0.37735,802908.8906053627,2127756.43462399
1677628800000,2023-03-01 00:00:00,XRP/USD,0.37641,0.38476,0.37281,0.38395,1147018.65033703,2987416.721805
1677542400000,2023-02-28 00:00:00,XRP/USD,0.3786,0.38272,0.3721,0.37642,905141.7429006867,2404605.8734942
1677456000000,2023-02-27 00:00:00,XRP/USD,0.37775,0.38024,0.37097,0.37869,1009068.1393151486,2664628.42777773
1677369600000,2023-02-26 00:00:00,XRP/USD,0.37803,0.38082,0.37475,0.37797,488194.02851873025,1291621.10357629
1677283200000,2023-02-25 00:00:00,XRP/USD,0.3782,0.37944,0.36904,0.37829,836268.0402084603,2210653.3088595
1677196800000,2023-02-24 00:00:00,XRP/USD,0.38874,0.39073,0.37254,0.37848,1476726.0880410497,3901728.19710698
1677110400000,2023-02-23 00:00:00,XRP/USD,0.3955,0.39802,0.38581,0.38874,1803430.459965168,4639168.75023195
1677024000000,2023-02-22 00:00:00,XRP/USD,0.39186,0.39755,0.38301,0.39524,2087214.8379951564,5280879.56177299
1676937600000,2023-02-21 00:00:00,XRP/USD,0.39799,0.40246,0.38726,0.39199,1852687.164808392,4726363.33786166
1676851200000,2023-02-20 00:00:00,XRP/USD,0.38629,0.409,0.37731,0.39827,2471053.2265071766,6204467.38771983
1676764800000,2023-02-19 00:00:00,XRP/USD,0.39431,0.39821,0.38486,0.38635,901113.4919344172,2332376.06298542
1676678400000,2023-02-18 00:00:00,XRP/USD,0.39511,0.39752,0.39137,0.39437,510913.46760796115,1295518.0860815
1676592000000,2023-02-17 00:00:00,XRP/USD,0.38424,0.39994,0.38121,0.39491,1151028.1350076746,2914659.37810558
1676505600000,2023-02-16 00:00:00,XRP/USD,0.40093,0.40459,0.38424,0.38424,1106147.2352710306,2878792.51319756
1676419200000,2023-02-15 00:00:00,XRP/USD,0.38196,0.40234,0.3768,0.40135,1255235.3466288333,3127532.94288983
1676332800000,2023-02-14 00:00:00,XRP/USD,0.37032,0.38374,0.36453,0.38205,1092675.0741590974,2860031.60360973
1676246400000,2023-02-13 00:00:00,XRP/USD,0.37489,0.37848,0.36123,0.37031,1421082.1194497065,3837547.24271477
1676160000000,2023-02-12 00:00:00,XRP/USD,0.38345,0.38511,0.3721,0.37517,523685.3646539411,1395861.51519029
1676073600000,2023-02-11 00:00:00,XRP/USD,0.38198,0.38426,0.37971,0.38354,415121.0244320501,1082340.88864799
1675987200000,2023-02-10 00:00:00,XRP/USD,0.38151,0.38762,0.37692,0.3821,1028188.0263618424,2690887.27129506
1675900800000,2023-02-09 00:00:00,XRP/USD,0.39762,0.40886,0.3721,0.38187,2951242.411830768,7728395.55825482
1675814400000,2023-02-08 00:00:00,XRP/USD,0.40362,0.40601,0.3938,0.39777,749802.7174224047,1885015.75639793
1675728000000,2023-02-07 00:00:00,XRP/USD,0.39192,0.40468,0.39,0.4038,1144256.0999415484,2833719.9107022
1675641600000,2023-02-06 00:00:00,XRP/USD,0.39851,0.40354,0.39081,0.39206,1216566.669350143,3103011.45067118
1675555200000,2023-02-05 00:00:00,XRP/USD,0.4105,0.41199,0.395,0.39849,1753489.9537301988,4400336.15330422
1675468800000,2023-02-04 00:00:00,XRP/USD,0.41165,0.42037,0.40746,0.41038,993413.3234713613,2420715.73534617
1675382400000,2023-02-03 00:00:00,XRP/USD,0.41005,0.41345,0.40522,0.41165,1033506.9272560631,2510644.78867014
